x,cut,table,carat,price
5.72,3,58.0,0.71,2363.0
5.74,3,59.0,0.71,2363.0
6.3,4,56.0,0.96,2363.0
5.86,1,58.0,0.8,2363.0
5.65,0,60.0,0.75,2363.0
5.66,4,53.4,0.7,2363.0
5.82,1,54.0,0.78,2363.0
5.77,3,58.0,0.71,2363.0
5.64,2,56.0,0.71,2364.0
5.74,3,60.0,0.72,2364.0
5.81,3,60.0,0.76,2364.0
5.46,4,56.0,0.61,2364.0
5.66,3,58.0,0.71,2364.0
5.77,3,58.0,0.7,2364.0
6.41,3,62.0,1.01,2364.0
5.89,3,57.0,0.72,2364.0
5.62,0,60.0,0.72,2364.0
5.79,3,55.0,0.72,2364.0
5.2,2,58.0,0.51,2365.0
5.99,4,55.0,0.78,2365.0
5.88,4,57.0,0.78,2365.0
5.73,4,54.0,0.71,2365.0
5.72,4,54.0,0.71,2365.0
5.77,4,55.0,0.71,2365.0
5.94,3,59.0,0.73,2365.0
4.33,2,58.0,0.3,2366.0
5.46,4,55.0,0.61,2366.0
6.1,4,55.0,0.85,2366.0
5.3,3,57.0,0.55,2366.0
5.67,1,58.0,0.7,2367.0
5.64,2,58.0,0.7,2367.0
5.52,2,59.0,0.62,2367.0
5.68,4,56.0,0.7,2367.0
5.6,1,58.0,0.7,2367.0
5.61,3,60.0,0.7,2367.0
5.7,3,56.0,0.7,2367.0
5.68,1,61.0,0.7,2367.0
5.66,2,58.0,0.71,2368.0
5.65,2,58.0,0.71,2368.0
5.67,2,56.0,0.71,2368.0
5.68,4,59.0,0.71,2368.0
5.73,4,57.0,0.71,2368.0
5.73,4,58.0,0.71,2368.0
5.76,4,56.0,0.71,2368.0
6.09,3,59.0,0.81,2368.0
6.68,3,62.0,1.16,2368.0
5.67,2,56.0,0.71,2368.0
5.67,3,58.0,0.66,2368.0
5.69,3,57.0,0.71,2368.0
5.19,2,59.0,0.51,2369.0
5.75,2,57.0,0.73,2369.0
5.66,2,57.0,0.72,2369.0
5.94,1,57.0,0.74,2369.0
5.69,3,62.0,0.7,2369.0
5.95,3,60.0,0.74,2369.0
5.95,3,58.0,0.77,2369.0
5.33,4,57.0,0.56,2369.0
5.55,0,57.0,0.7,2369.0
5.63,2,56.0,0.71,2370.0
5.16,3,58.0,0.54,2370.0
6.34,4,54.0,0.97,2370.0
5.72,4,57.0,0.71,2370.0
5.91,3,57.0,0.79,2370.0
5.82,3,59.0,0.73,2371.0
5.83,3,58.0,0.73,2371.0
6.08,3,62.0,0.8,2371.0
5.15,4,55.0,0.52,2371.0
6.02,1,63.0,0.77,2371.0
5.87,4,55.0,0.76,2371.0
5.63,4,55.0,0.7,2371.0
5.55,4,54.0,0.62,2371.0
5.75,4,56.0,0.72,2372.0
5.16,4,57.0,0.53,2372.0
5.75,2,56.0,0.75,2372.0
5.78,3,58.0,0.75,2372.0
5.35,4,54.0,0.57,2372.0
6.01,1,57.0,0.85,2372.0
5.61,0,56.0,0.71,2372.0
5.65,2,58.0,0.7,2373.0
5.6,1,59.0,0.7,2373.0
5.85,1,54.0,0.77,2373.0
5.48,4,55.0,0.61,2373.0
5.5,4,55.0,0.63,2373.0
5.63,4,57.0,0.7,2373.0
5.66,3,60.0,0.7,2373.0
5.82,2,60.0,0.73,2374.0
6.22,2,59.0,0.93,2374.0
5.7,2,63.0,0.7,2374.0
5.25,4,56.0,0.55,2374.0
5.83,4,57.0,0.74,2374.0
5.27,4,57.0,0.54,2375.0
5.74,2,63.0,0.71,2375.0
6.0,4,57.0,0.81,2375.0
5.86,4,56.0,0.74,2375.0
5.7,4,57.0,0.7,2375.0
5.69,3,62.0,0.7,2375.0
5.83,3,62.0,0.7,2375.0
5.96,3,58.0,0.77,2375.0
6.53,0,56.0,1.07,2375.0
5.7,4,56.0,0.7,2375.0
5.8,4,56.0,0.7,2375.0
5.2,4,57.0,0.5,2376.0
5.25,3,58.0,0.55,2376.0
5.28,3,58.0,0.55,2376.0
5.49,3,59.0,0.6,2376.0
5.89,0,63.0,0.9,2376.0
5.64,0,57.0,0.75,2376.0
5.74,4,57.0,0.72,2376.0
5.65,4,56.0,0.71,2376.0
5.8,4,57.0,0.73,2376.0
5.7,4,55.0,0.71,2376.0
5.73,4,56.0,0.71,2376.0
5.74,3,59.0,0.72,2376.0
5.72,3,60.0,0.7,2376.0
5.68,3,57.0,0.7,2376.0
6.57,0,57.0,1.2,2376.0
6.65,0,55.0,1.2,2376.0
6.57,0,57.0,1.2,2376.0
5.71,3,59.0,0.72,2376.0
6.01,0,57.0,0.9,2376.0
5.66,2,59.0,0.72,2376.0
5.74,3,58.0,0.72,2376.0
5.78,4,56.0,0.7,2376.0
6.17,4,56.0,0.84,2376.0
5.59,2,59.0,0.7,2377.0
5.75,2,58.0,0.73,2377.0
5.72,4,58.0,0.73,2377.0
5.77,4,60.0,0.73,2377.0
5.97,3,60.0,0.78,2377.0
4.98,4,54.0,0.47,2378.0
5.82,4,55.0,0.75,2378.0
5.3,4,56.0,0.54,2378.0
6.58,3,59.0,1.05,2378.0
5.84,1,57.0,0.78,2379.0
6.03,2,60.0,0.87,2379.0
5.86,4,56.0,0.74,2379.0
5.29,4,56.0,0.58,2380.0
5.35,4,56.0,0.58,2380.0
5.27,4,55.0,0.55,2380.0
5.67,3,57.0,0.7,2381.0
5.72,4,55.0,0.7,2381.0
5.71,4,57.0,0.71,2381.0
5.7,1,61.0,0.75,2381.0
5.69,3,59.0,0.71,2381.0
5.74,3,58.0,0.71,2381.0
5.73,3,57.0,0.71,2381.0
5.62,1,57.0,0.7,2381.0
5.65,0,57.0,0.7,2381.0
5.5,0,60.0,0.7,2381.0
5.58,0,59.0,0.7,2381.0
5.56,2,57.0,0.71,2382.0
5.64,2,58.0,0.7,2382.0
5.89,4,56.0,0.77,2382.0
5.65,4,56.0,0.7,2382.0
5.75,1,60.0,0.7,2382.0
5.77,4,57.0,0.72,2383.0
5.83,2,59.0,0.75,2383.0
5.75,4,56.0,0.72,2383.0
6.71,3,59.0,1.12,2383.0
5.82,4,58.0,0.75,2383.0
5.26,4,57.0,0.55,2383.0
5.96,3,60.0,0.74,2383.0
5.73,4,57.0,0.7,2383.0
5.73,3,58.0,0.7,2383.0
5.72,2,60.0,0.71,2384.0
5.73,4,56.0,0.7,2384.0
5.61,0,61.0,0.7,2384.0
5.57,0,60.0,0.7,2384.0
5.72,3,58.0,0.72,2385.0
5.71,4,56.0,0.72,2385.0
5.71,2,57.0,0.72,2385.0
5.83,4,53.0,0.72,2385.0
5.43,4,53.0,0.6,2385.0
5.77,3,60.0,0.72,2385.0
5.82,2,57.0,0.75,2385.0
5.74,2,54.0,0.72,2386.0
5.71,3,58.0,0.7,2386.0
5.57,1,62.0,0.7,2386.0
5.57,2,56.0,0.7,2386.0
6.13,4,57.0,0.83,2386.0
6.0,4,55.0,0.78,2386.0
5.79,3,56.0,0.71,2386.0
5.74,3,57.0,0.71,2386.0
5.74,4,56.0,0.71,2386.0
5.68,3,56.0,0.7,2386.0
5.65,4,56.3,0.7,2386.0
5.92,4,59.0,0.81,2386.0
5.72,4,57.0,0.71,2386.0
5.71,3,61.0,0.71,2386.0
5.75,4,56.0,0.71,2386.0
5.74,3,58.0,0.71,2386.0
5.76,4,57.0,0.71,2386.0
5.99,3,57.0,0.83,2386.0
5.93,0,57.0,0.83,2386.0
5.74,3,57.0,0.71,2386.0
5.7,4,54.0,0.71,2387.0
5.72,4,54.0,0.71,2387.0
5.93,3,58.0,0.78,2387.0
5.13,3,59.0,0.51,2387.0
5.21,4,57.0,0.52,2387.0
5.76,4,55.0,0.71,2387.0
5.19,4,56.0,0.52,2387.0
5.72,3,62.0,0.65,2387.0
6.47,3,57.0,1.02,2387.0
5.23,3,60.0,0.51,2387.0
5.69,1,57.0,0.73,2388.0
5.89,4,56.0,0.71,2388.0
5.16,4,54.0,0.52,2388.0
5.64,1,58.0,0.7,2388.0
5.68,3,60.0,0.71,2388.0
5.78,2,61.0,0.7,2389.0
5.59,2,58.0,0.7,2389.0
5.93,3,60.0,0.79,2389.0
5.81,4,59.0,0.76,2389.0
5.65,3,58.0,0.62,2389.0
5.69,2,58.0,0.7,2390.0
5.59,1,57.0,0.7,2390.0
5.53,1,59.0,0.7,2390.0
5.67,4,54.0,0.7,2390.0
5.68,4,54.0,0.7,2390.0
5.63,1,56.0,0.71,2390.0
5.92,0,56.0,0.91,2390.0
5.6,3,58.0,0.63,2391.0
5.78,2,60.0,0.74,2391.0
5.26,3,60.0,0.54,2391.0
5.88,3,59.0,0.77,2391.0
5.47,1,61.0,0.54,2391.0
5.86,2,58.0,0.77,2391.0
5.56,4,57.0,0.65,2392.0
5.56,3,58.0,0.61,2392.0
6.43,3,55.0,1.03,2392.0
5.66,2,57.0,0.72,2393.0
5.85,2,58.0,0.73,2393.0
5.36,3,61.0,0.6,2393.0
5.16,4,56.0,0.52,2393.0
5.87,3,58.0,0.73,2393.0
5.89,3,62.0,0.73,2393.0
5.86,4,55.0,0.75,2393.0
5.95,3,58.0,0.73,2393.0
5.77,4,56.0,0.72,2393.0
5.84,3,59.0,0.73,2393.0
5.66,2,58.0,0.7,2394.0
5.6,2,61.0,0.7,2394.0
5.51,1,61.0,0.7,2394.0
5.69,3,60.0,0.7,2394.0
5.77,4,57.0,0.7,2394.0
5.57,1,59.0,0.7,2394.0
5.61,1,55.0,0.7,2394.0
5.58,1,60.0,0.7,2394.0
5.59,1,60.0,0.7,2394.0
5.66,3,59.0,0.7,2394.0
5.81,3,60.0,0.7,2394.0
5.58,1,57.0,0.7,2394.0
5.63,2,55.0,0.7,2394.0
5.64,3,59.0,0.7,2394.0
5.91,3,58.0,0.75,2394.0
5.84,3,56.0,0.7,2394.0
5.89,2,63.0,0.79,2394.0
5.72,3,56.0,0.7,2394.0
5.61,4,53.0,0.7,2394.0
5.75,2,58.0,0.73,2395.0
5.88,2,57.0,0.73,2395.0
5.28,2,58.0,0.53,2395.0
5.66,2,59.0,0.71,2395.0
5.36,4,56.0,0.58,2395.0
5.76,2,58.0,0.76,2396.0
5.7,2,58.0,0.72,2396.0
5.78,2,60.0,0.72,2396.0
5.49,1,55.0,0.71,2396.0
6.27,3,59.0,0.93,2396.0
5.72,2,63.0,0.7,2396.0
6.65,3,62.0,0.7,2396.0
6.65,0,58.0,1.21,2396.0
5.63,3,59.0,0.7,2396.0
5.6,0,57.0,0.72,2396.0
5.66,2,57.0,0.71,2397.0
4.36,3,60.0,0.31,544.0
4.31,1,55.0,0.31,544.0
4.35,2,61.0,0.31,544.0
4.33,2,61.0,0.31,544.0
4.31,2,61.0,0.31,544.0
4.36,4,54.0,0.31,544.0
4.41,3,58.0,0.31,544.0
4.31,1,57.0,0.31,544.0
4.39,4,54.0,0.31,544.0
4.35,4,57.0,0.31,544.0
4.31,4,56.0,0.31,544.0
4.3,1,58.0,0.31,544.0
4.38,3,59.0,0.31,544.0
4.24,1,59.0,0.31,544.0
4.3,3,59.0,0.31,544.0
4.35,4,57.0,0.31,544.0
4.57,2,62.0,0.35,545.0
4.34,4,54.0,0.3,545.0
4.26,4,58.0,0.3,545.0
4.33,4,54.0,0.3,545.0
4.35,4,55.0,0.3,545.0
4.27,4,58.0,0.3,545.0
5.7,2,59.0,0.71,2397.0
5.71,4,54.7,0.71,2397.0
5.85,4,56.0,0.73,2397.0
5.63,2,57.0,0.7,2398.0
5.65,2,56.0,0.7,2398.0
5.25,4,55.0,0.55,2398.0
5.63,4,56.0,0.7,2398.0
5.66,4,56.0,0.7,2398.0
5.69,4,57.0,0.7,2398.0
5.65,4,57.0,0.7,2398.0
5.75,4,54.0,0.72,2398.0
5.76,4,55.0,0.72,2398.0
5.66,4,57.0,0.7,2398.0
5.74,4,57.0,0.71,2398.0
5.46,1,61.0,0.67,2398.0
5.73,3,59.0,0.72,2398.0
5.7,3,58.0,0.71,2398.0
5.73,3,57.0,0.72,2398.0
5.91,4,56.0,0.72,2398.0
5.81,3,56.0,0.74,2398.0
5.8,3,56.0,0.72,2398.0
5.68,1,59.0,0.72,2398.0
5.77,3,56.0,0.74,2398.0
6.2,0,56.0,1.0,2398.0
5.73,2,57.0,0.74,2398.0
5.36,2,56.0,0.55,2399.0
5.86,4,54.0,0.76,2399.0
5.31,4,56.0,0.55,2399.0
5.33,4,56.0,0.56,2399.0
5.77,2,63.0,0.7,2399.0
5.58,3,59.0,0.62,2399.0
5.94,0,62.0,0.7,2399.0
5.94,3,59.0,0.76,2399.0
5.89,4,57.0,0.76,2399.0
5.82,2,60.0,0.71,2400.0
5.74,2,61.0,0.7,2400.0
5.73,2,57.0,0.7,2400.0
5.74,2,57.0,0.7,2400.0
5.92,4,57.0,0.78,2400.0
5.7,2,56.0,0.7,2400.0
5.64,2,59.0,0.7,2400.0
5.66,2,56.0,0.7,2400.0
5.76,2,59.0,0.7,2400.0
5.68,2,58.0,0.7,2400.0
5.72,2,56.0,0.7,2400.0
5.79,2,57.0,0.7,2400.0
5.28,2,56.0,0.58,2400.0
5.77,4,58.0,0.71,2400.0
5.76,0,56.0,0.8,2400.0
5.39,4,57.0,0.58,2401.0
5.78,2,56.0,0.72,2401.0
5.58,2,56.0,0.7,2401.0
5.82,2,55.9,0.78,2401.0
5.72,2,59.0,0.72,2401.0
5.62,2,59.0,0.7,2401.0
5.68,2,59.0,0.7,2401.0
5.84,1,63.0,0.7,2401.0
5.69,3,59.0,0.7,2401.0
5.6,1,60.0,0.7,2401.0
5.6,1,56.0,0.7,2401.0
5.91,4,56.0,0.77,2401.0
5.71,4,55.0,0.7,2401.0
5.74,2,59.0,0.7,2401.0
5.73,4,56.0,0.7,2401.0
5.69,3,59.0,0.7,2401.0
5.62,1,57.0,0.7,2401.0
5.75,4,55.0,0.72,2401.0
5.75,0,55.2,0.78,2401.0
5.38,4,56.0,0.58,2401.0
5.54,0,62.0,0.71,2401.0
5.81,3,56.0,0.71,2401.0
5.34,4,56.0,0.58,2401.0
5.46,3,60.0,0.58,2401.0
5.76,2,59.0,0.73,2402.0
5.31,4,56.0,0.57,2402.0
5.55,4,57.0,0.65,2402.0
5.44,2,55.0,0.61,2403.0
5.73,2,56.9,0.7,2403.0
5.87,4,57.0,0.76,2403.0
6.11,3,60.0,0.81,2403.0
5.72,2,57.0,0.71,2404.0
5.72,2,59.0,0.72,2404.0
5.32,4,56.0,0.56,2404.0
5.66,1,62.0,0.63,2404.0
5.88,4,56.0,0.76,2404.0
5.76,4,56.0,0.71,2404.0
5.71,2,57.0,0.7,2405.0
5.81,2,59.0,0.78,2405.0
5.98,3,57.0,0.82,2405.0
5.73,4,56.0,0.7,2405.0
5.69,1,61.0,0.7,2405.0
5.77,3,59.0,0.72,2405.0
5.64,2,56.0,0.65,2406.0
5.76,3,60.0,0.7,2406.0
5.46,4,54.0,0.62,2406.0
5.72,1,61.2,0.65,2406.0
5.53,1,60.3,0.65,2406.0
5.69,4,55.0,0.7,2407.0
5.74,3,59.0,0.7,2407.0
5.19,4,56.0,0.53,2407.0
5.17,4,57.0,0.53,2407.0
5.6,1,62.0,0.7,2407.0
5.73,2,59.0,0.7,2409.0
5.7,2,57.0,0.7,2409.0
5.67,2,59.0,0.7,2409.0
5.68,4,56.0,0.7,2409.0
5.68,4,55.0,0.7,2409.0
5.75,1,60.0,0.7,2409.0
5.72,2,57.0,0.73,2409.0
5.92,3,59.0,0.8,2409.0
5.79,3,59.0,0.71,2409.0
5.87,3,60.0,0.73,2409.0
5.78,4,55.0,0.72,2410.0
5.81,4,55.0,0.74,2410.0
5.67,4,55.0,0.7,2410.0
5.9,3,60.0,0.71,2410.0
5.36,2,58.0,0.61,2411.0
5.58,1,59.0,0.7,2411.0
5.67,2,57.0,0.7,2411.0
5.44,4,55.0,0.6,2413.0
5.88,2,55.0,0.8,2414.0
5.83,0,59.0,0.81,2414.0
5.66,4,56.0,0.7,2414.0
5.68,0,56.0,0.72,2414.0
5.78,3,58.0,0.7,2415.0
5.85,3,59.0,0.74,2415.0
5.54,0,56.0,0.7,2415.0
5.79,4,57.0,0.7,2415.0
5.6,2,59.0,0.7,2415.0
5.67,2,55.0,0.7,2415.0
5.64,1,60.0,0.7,2415.0
5.81,2,63.0,0.7,2415.0
5.72,4,55.0,0.7,2415.0
5.64,3,61.0,0.7,2415.0
5.65,1,53.0,0.7,2415.0
5.72,3,58.0,0.7,2415.0
5.61,3,60.0,0.7,2415.0
5.94,3,56.0,0.75,2415.0
5.68,3,59.0,0.7,2415.0
5.61,2,60.0,0.7,2415.0
5.75,3,61.0,0.7,2415.0
5.68,4,57.0,0.7,2415.0
5.75,3,57.0,0.7,2415.0
5.88,3,58.0,0.75,2415.0
5.65,2,55.0,0.71,2416.0
5.63,1,57.0,0.71,2416.0
5.83,4,57.0,0.72,2416.0
5.68,4,56.0,0.71,2416.0
5.72,4,55.0,0.71,2416.0
5.71,4,56.0,0.71,2416.0
6.45,4,56.0,1.01,2416.0
5.63,4,56.0,0.7,2417.0
5.94,2,58.0,0.76,2418.0
5.84,3,57.0,0.72,2418.0
5.51,4,56.0,0.64,2419.0
5.57,4,56.0,0.64,2419.0
5.11,4,57.0,0.5,2419.0
5.25,3,59.0,0.51,2419.0
5.73,4,54.0,0.72,2420.0
5.62,1,59.0,0.71,2420.0
5.72,2,55.0,0.71,2420.0
5.9,3,54.0,0.79,2420.0
5.79,4,55.0,0.72,2420.0
5.58,4,57.0,0.64,2420.0
5.68,2,60.0,0.7,2421.0
5.74,2,60.0,0.7,2421.0
5.62,2,56.0,0.7,2421.0
5.73,4,55.0,0.7,2421.0
5.71,1,62.0,0.7,2421.0
5.71,1,55.0,0.72,2421.0
5.35,4,56.0,0.58,2421.0
5.65,2,56.0,0.7,2422.0
5.82,2,57.0,0.76,2422.0
5.76,4,55.0,0.72,2422.0
5.81,4,54.0,0.72,2422.0
5.75,2,55.0,0.72,2422.0
5.97,4,57.0,0.78,2422.0
6.04,0,61.0,0.9,2422.0
5.72,2,58.0,0.71,2423.0
5.7,2,56.0,0.74,2423.0
5.65,2,58.0,0.71,2423.0
5.75,4,56.0,0.74,2423.0
5.75,4,55.0,0.71,2423.0
5.63,1,60.0,0.7,2423.0
5.67,3,59.0,0.7,2423.0
5.73,3,59.0,0.7,2423.0
5.75,4,55.0,0.7,2423.0
5.74,3,59.0,0.7,2423.0
5.71,3,59.0,0.7,2423.0
5.68,2,57.0,0.7,2423.0
5.77,4,56.0,0.7,2423.0
5.78,3,60.0,0.7,2423.0
5.75,3,59.0,0.7,2423.0
5.28,4,55.0,0.54,2424.0
5.89,2,57.0,0.79,2425.0
5.97,1,63.0,0.76,2425.0
5.87,4,57.0,0.77,2425.0
5.88,3,55.0,0.76,2425.0
5.8,3,60.0,0.76,2425.0
5.28,2,55.0,0.52,2426.0
5.72,2,59.0,0.73,2426.0
5.71,2,58.0,0.74,2426.0
5.14,4,56.0,0.52,2426.0
5.25,4,57.0,0.52,2426.0
5.77,4,56.0,0.73,2426.0
5.9,4,57.0,0.78,2426.0
5.5,0,60.0,0.56,2426.0
5.62,2,59.0,0.71,2427.0
5.75,4,55.0,0.71,2427.0
5.24,4,60.0,0.52,2427.0
5.72,1,54.0,0.7,2427.0
5.61,2,59.0,0.71,2428.0
5.64,1,58.0,0.71,2428.0
5.69,3,60.0,0.71,2428.0
5.65,1,56.0,0.71,2428.0
5.81,2,63.0,0.71,2428.0
5.66,1,57.0,0.71,2428.0
5.63,1,61.6,0.7,2428.0
5.67,2,58.0,0.7,2429.0
5.42,2,59.1,0.61,2429.0
5.95,4,57.0,0.8,2429.0
5.27,4,57.0,0.56,2429.0
5.67,4,58.0,0.7,2429.0
5.82,3,60.0,0.72,2429.0
5.72,2,60.0,0.73,2430.0
6.13,1,63.0,0.78,2430.0
5.15,4,56.0,0.52,2430.0
5.77,4,54.5,0.72,2430.0
5.73,4,55.0,0.72,2430.0
5.41,2,59.0,0.6,2431.0
5.8,4,54.0,0.73,2431.0
5.73,4,55.0,0.73,2431.0
6.01,4,57.0,0.78,2431.0
5.68,2,56.0,0.71,2432.0
5.7,2,59.0,0.71,2432.0
5.7,4,60.0,0.71,2432.0
5.66,2,57.0,0.7,2433.0
5.58,3,59.0,0.66,2433.0
5.16,4,55.0,0.53,2433.0
5.82,2,56.0,0.73,2434.0
5.47,4,56.0,0.61,2434.0
5.81,4,57.0,0.73,2434.0
5.81,4,56.0,0.73,2434.0
5.63,1,55.0,0.7,2435.0
5.75,4,57.0,0.72,2435.0
5.78,3,56.0,0.7,2435.0
6.0,4,54.0,0.81,2435.0
5.67,1,59.0,0.73,2435.0
5.65,1,55.0,0.71,2436.0
5.65,2,60.0,0.71,2436.0
5.72,2,58.0,0.71,2436.0
5.66,4,58.0,0.7,2436.0
5.67,4,57.0,0.7,2436.0
5.76,2,60.0,0.7,2437.0
5.63,2,58.0,0.7,2437.0
5.78,2,58.0,0.7,2437.0
5.61,2,57.0,0.7,2437.0
5.66,4,57.0,0.7,2437.0
5.66,2,57.0,0.71,2437.0
5.04,1,62.0,0.5,2437.0
5.45,0,55.0,0.7,2437.0
5.92,0,61.0,0.9,2438.0
5.44,4,54.4,0.61,2438.0
6.15,1,54.0,0.93,2438.0
6.01,0,56.0,0.96,2438.0
5.98,4,57.0,0.81,2439.0
5.71,2,55.0,0.72,2440.0
5.77,1,60.0,0.78,2440.0
5.75,4,56.0,0.74,2440.0
5.52,4,55.0,0.63,2440.0
5.65,4,57.0,0.72,2440.0
5.68,4,57.0,0.72,2440.0
5.73,4,55.0,0.72,2440.0
5.33,4,57.0,0.55,2440.0
5.66,2,57.0,0.72,2441.0
5.63,2,59.0,0.72,2441.0
5.91,2,57.0,0.73,2441.0
5.62,1,57.0,0.7,2441.0
5.55,1,57.0,0.7,2441.0
5.7,3,58.0,0.7,2441.0
5.28,4,54.0,0.56,2441.0
5.73,3,57.0,0.72,2441.0
5.87,3,60.0,0.71,2441.0
5.72,3,62.0,0.71,2441.0
5.19,4,56.0,0.52,2441.0
5.75,2,59.0,0.71,2441.0
5.78,3,58.0,0.7,2442.0
5.32,2,57.0,0.56,2442.0
5.31,2,57.0,0.56,2442.0
5.45,4,56.0,0.63,2442.0
5.31,4,54.6,0.57,2442.0
6.08,4,55.0,0.85,2442.0
5.43,4,55.0,0.6,2442.0
5.94,4,57.0,0.79,2442.0
5.3,4,56.0,0.56,2442.0
5.29,4,57.0,0.56,2442.0
4.25,4,58.0,0.3,545.0
4.3,4,57.0,0.3,545.0
4.31,4,57.0,0.3,545.0
4.28,4,56.0,0.3,545.0
4.3,4,58.0,0.3,545.0
4.28,4,57.0,0.3,545.0
4.32,4,55.0,0.3,545.0
4.28,4,55.0,0.3,545.0
4.51,3,60.0,0.33,545.0
4.39,4,54.0,0.32,547.0
4.39,4,55.0,0.31,547.0
4.32,4,58.0,0.3,547.0
4.58,1,57.0,0.38,547.0
5.28,4,56.0,0.56,2442.0
5.31,0,56.0,0.59,2443.0
5.47,2,56.3,0.66,2443.0
5.8,4,56.0,0.72,2443.0
5.73,4,56.0,0.71,2443.0
5.79,3,59.0,0.71,2443.0
5.65,1,61.0,0.7,2443.0
5.69,3,54.0,0.71,2443.0
5.79,3,59.0,0.76,2443.0
6.08,2,55.0,0.83,2444.0
5.86,2,59.7,0.81,2444.0
5.67,2,58.0,0.72,2444.0
5.87,3,56.0,0.78,2444.0
5.72,3,60.0,0.7,2444.0
5.79,3,62.0,0.7,2444.0
5.71,3,60.0,0.7,2444.0
5.98,4,54.8,0.81,2444.0
5.39,4,55.0,0.6,2444.0
6.03,4,59.0,0.83,2444.0
5.38,4,54.0,0.59,2444.0
5.8,1,61.0,0.78,2444.0
5.74,1,63.0,0.7,2444.0
6.08,3,58.0,0.85,2444.0
5.53,3,58.0,0.6,2444.0
5.62,2,60.0,0.7,2445.0
5.69,2,56.0,0.73,2445.0
5.74,4,60.0,0.7,2445.0
5.68,1,61.0,0.7,2445.0
5.64,4,53.0,0.71,2445.0
5.9,2,61.0,0.73,2446.0
5.75,1,61.0,0.72,2446.0
5.9,3,60.0,0.73,2446.0
5.29,4,57.0,0.57,2447.0
5.31,4,56.0,0.57,2447.0
5.2,4,55.0,0.53,2447.0
5.94,3,59.0,0.74,2447.0
6.03,3,55.0,0.74,2447.0
6.05,1,63.0,0.76,2447.0
5.95,3,58.0,0.8,2447.0
5.73,2,58.0,0.71,2448.0
5.72,2,59.0,0.71,2448.0
5.79,4,57.0,0.72,2449.0
5.69,1,57.0,0.71,2450.0
5.71,2,58.0,0.71,2450.0
5.75,3,60.0,0.71,2450.0
5.71,2,60.0,0.71,2450.0
5.6,2,61.0,0.71,2450.0
5.92,3,62.0,0.71,2450.0
5.79,4,57.0,0.71,2450.0
5.93,1,62.0,0.71,2450.0
5.85,2,63.0,0.71,2450.0
5.7,3,58.0,0.71,2450.0
5.76,4,55.0,0.71,2450.0
5.73,2,57.0,0.74,2451.0
5.83,3,58.0,0.76,2451.0
5.26,2,55.1,0.55,2451.0
5.88,4,56.0,0.73,2451.0
5.99,3,56.0,0.8,2451.0
5.85,2,59.0,0.8,2451.0
5.76,4,56.0,0.72,2451.0
5.99,1,62.0,0.79,2451.0
5.67,1,63.0,0.72,2451.0
5.75,4,59.0,0.72,2452.0
5.93,3,58.0,0.74,2452.0
5.78,4,56.0,0.71,2452.0
6.51,3,59.0,1.02,2452.0
5.62,2,61.0,0.7,2453.0
5.68,2,55.0,0.7,2453.0
5.77,2,60.0,0.7,2453.0
5.7,2,59.0,0.7,2453.0
5.65,4,56.0,0.7,2453.0
5.74,1,55.0,0.75,2453.0
5.6,1,56.0,0.7,2453.0
5.64,2,59.0,0.7,2453.0
5.79,4,55.0,0.73,2453.0
5.59,4,57.0,0.7,2453.0
5.99,4,57.0,0.79,2453.0
5.61,2,57.0,0.71,2454.0
5.24,4,55.0,0.54,2454.0
5.15,4,57.0,0.5,2454.0
6.48,3,62.0,0.96,2454.0
5.68,2,56.0,0.71,2455.0
5.94,4,56.0,0.81,2455.0
5.73,4,56.0,0.73,2455.0
5.69,2,56.0,0.7,2455.0
5.68,2,58.0,0.71,2456.0
5.65,2,57.0,0.71,2456.0
5.8,4,57.0,0.75,2456.0
5.96,3,58.0,0.82,2456.0
5.24,4,57.0,0.53,2456.0
5.88,4,55.0,0.78,2456.0
5.75,4,57.0,0.72,2456.0
6.07,4,55.0,0.84,2456.0
5.89,3,60.0,0.77,2457.0
5.91,3,60.0,0.77,2457.0
5.8,4,57.0,0.72,2457.0
5.73,3,57.0,0.71,2458.0
5.73,4,56.0,0.71,2458.0
5.72,4,58.0,0.72,2458.0
5.68,3,60.0,0.71,2458.0
5.72,2,55.0,0.71,2458.0
5.84,4,56.0,0.75,2458.0
5.83,2,56.0,0.74,2459.0
5.65,2,56.0,0.7,2459.0
5.98,4,57.0,0.81,2459.0
5.73,3,59.0,0.7,2459.0
5.9,3,58.0,0.7,2459.0
5.81,4,57.0,0.74,2459.0
5.33,4,56.0,0.55,2459.0
5.72,4,55.0,0.69,2459.0
5.67,4,57.0,0.7,2459.0
5.62,1,59.0,0.7,2459.0
5.95,2,60.0,0.8,2460.0
4.98,4,55.0,0.47,2460.0
4.99,4,54.0,0.47,2460.0
5.74,4,57.0,0.7,2460.0
5.55,4,59.0,0.61,2461.0
5.74,1,60.0,0.7,2461.0
6.21,3,59.0,0.91,2461.0
6.51,1,62.0,0.91,2461.0
5.58,2,56.0,0.71,2462.0
5.77,2,59.0,0.75,2462.0
5.75,2,57.0,0.72,2462.0
5.29,4,56.0,0.56,2462.0
5.73,4,57.0,0.71,2463.0
5.87,2,57.0,0.74,2463.0
5.88,2,60.0,0.75,2463.0
5.32,4,54.0,0.56,2463.0
5.73,3,58.0,0.7,2463.0
5.75,3,59.0,0.7,2463.0
5.59,2,56.0,0.7,2464.0
