x,y,z,cut,color,clarity,table,carat,depth,price
5.07,5.11,3.13,4,6,3,57.0,0.5,61.5,1612.0
5.15,5.18,3.17,2,5,3,56.0,0.51,61.4,1612.0
5.11,5.14,3.22,2,5,3,56.0,0.51,62.8,1612.0
5.35,5.39,3.29,4,4,3,57.0,0.57,61.3,1612.0
5.29,5.33,3.27,4,2,2,56.0,0.56,61.6,1612.0
5.54,5.51,3.42,3,3,2,58.0,0.65,61.9,1612.0
5.41,5.39,3.28,4,3,3,55.0,0.57,60.7,1613.0
5.24,5.26,3.22,4,5,3,55.0,0.54,61.3,1613.0
5.43,5.47,3.3,4,5,2,57.0,0.6,60.6,1613.0
4.86,4.89,3.18,1,5,6,56.0,0.47,65.2,1613.0
5.03,5.04,3.09,1,4,4,61.0,0.5,61.4,1613.0
5.01,5.07,3.1,1,4,4,61.0,0.5,61.5,1613.0
5.28,5.27,3.38,1,3,3,55.0,0.57,64.1,1613.0
5.33,5.3,3.28,3,2,4,58.0,0.57,61.7,1613.0
5.42,5.38,3.21,3,5,2,58.0,0.57,59.4,1613.0
5.33,5.3,3.29,4,5,2,56.0,0.57,61.9,1613.0
5.37,5.32,3.27,4,5,2,57.0,0.57,61.2,1613.0
5.33,5.31,3.31,4,5,2,57.0,0.57,62.2,1613.0
5.37,5.31,3.32,4,5,2,55.0,0.57,62.2,1613.0
5.2,5.22,3.23,2,4,3,56.0,0.56,62.0,1614.0
5.37,5.34,3.3,3,6,2,58.0,0.61,61.6,1614.0
5.2,5.19,3.15,3,5,3,60.0,0.51,60.6,1614.0
5.13,5.16,3.16,4,5,3,55.0,0.5,61.4,1614.0
5.12,5.14,3.15,4,5,3,55.0,0.5,61.4,1614.0
5.16,5.13,3.19,4,5,3,54.0,0.51,62.0,1614.0
5.09,5.04,3.11,3,6,3,59.0,0.5,61.3,1614.0
5.53,5.5,3.31,3,1,4,61.0,0.61,60.0,1614.0
5.48,5.52,3.37,2,1,5,58.8,0.62,61.3,1615.0
5.47,5.5,3.44,4,1,5,57.0,0.62,62.6,1615.0
5.08,5.12,3.21,1,4,3,54.9,0.5,62.9,1615.0
5.1,5.12,3.14,2,4,3,59.0,0.5,61.4,1615.0
5.23,5.26,3.22,4,3,3,55.0,0.53,61.4,1615.0
5.27,5.32,3.23,4,4,3,56.0,0.54,61.0,1615.0
5.02,5.06,3.12,4,3,4,55.0,0.48,61.9,1615.0
5.26,5.21,3.22,4,3,4,57.0,0.53,61.5,1615.0
4.96,4.99,3.09,2,4,5,56.0,0.47,62.1,1616.0
5.14,5.18,3.05,2,5,4,62.0,0.48,59.1,1616.0
5.18,5.26,3.07,2,6,4,60.0,0.51,58.8,1616.0
5.33,5.37,3.29,4,1,6,55.0,0.56,61.5,1616.0
5.51,5.6,3.4,4,2,3,54.0,0.62,61.2,1616.0
5.28,5.33,3.29,4,3,3,55.0,0.56,62.0,1616.0
5.3,5.34,3.29,4,2,4,55.0,0.56,61.8,1616.0
5.03,5.01,3.06,4,6,4,55.0,0.47,61.0,1617.0
5.28,5.3,3.29,2,3,3,60.0,0.57,62.2,1617.0
5.24,5.27,3.31,2,3,3,58.0,0.57,63.0,1617.0
5.22,5.19,3.23,4,5,3,57.0,0.52,62.1,1617.0
5.29,5.24,3.26,3,4,2,59.0,0.55,61.9,1617.0
5.11,5.07,3.14,4,5,2,56.0,0.5,61.8,1617.0
5.32,5.41,3.3,2,3,3,59.0,0.59,61.5,1618.0
5.22,5.26,3.15,2,3,4,57.0,0.52,60.2,1618.0
5.0,5.04,3.12,4,3,5,53.0,0.47,62.2,1618.0
5.51,5.49,3.38,4,2,2,56.0,0.62,61.4,1618.0
5.21,5.24,3.22,4,4,4,55.0,0.53,61.6,1619.0
5.66,5.72,3.53,2,0,2,56.0,0.7,62.0,1619.0
5.35,5.42,3.28,4,4,3,57.0,0.56,60.8,1619.0
5.1,5.13,3.18,4,5,4,56.0,0.5,62.2,1619.0
5.26,5.23,3.25,4,4,3,55.0,0.54,62.0,1619.0
5.15,5.11,3.29,1,6,2,55.0,0.54,64.1,1619.0
5.19,5.17,3.21,4,1,6,55.0,0.52,62.0,1619.0
5.12,5.1,3.22,3,1,6,58.0,0.52,63.0,1619.0
5.23,5.18,3.08,4,4,3,56.0,0.51,59.2,1619.0
5.13,5.09,3.14,3,4,3,58.0,0.51,61.4,1619.0
5.13,5.06,3.17,3,6,2,58.0,0.51,62.2,1619.0
5.11,5.08,3.19,4,6,2,57.0,0.51,62.6,1619.0
5.16,5.11,3.13,4,4,3,57.0,0.51,61.0,1619.0
5.22,5.16,3.16,3,6,3,58.0,0.52,60.9,1619.0
5.1,5.06,3.19,4,4,3,57.0,0.51,62.8,1619.0
5.13,5.17,3.18,4,4,3,55.4,0.52,61.8,1620.0
5.31,5.34,3.35,2,6,2,58.0,0.59,62.9,1621.0
5.14,5.17,3.2,4,3,4,54.0,0.52,62.1,1621.0
5.11,5.15,3.22,2,5,3,55.0,0.52,62.8,1621.0
5.17,5.21,3.18,4,5,3,56.0,0.52,61.3,1621.0
5.21,5.28,3.12,2,3,4,58.0,0.52,59.5,1621.0
5.12,5.14,3.2,4,5,3,57.0,0.52,62.4,1621.0
5.2,5.23,3.23,4,4,3,55.0,0.53,61.9,1621.0
5.26,5.28,3.25,4,5,2,56.0,0.55,61.6,1621.0
5.36,5.38,3.22,4,5,2,57.0,0.55,60.1,1621.0
5.2,5.23,3.21,4,6,2,56.0,0.53,61.6,1621.0
4.82,4.84,2.95,4,4,7,58.0,0.41,61.1,1621.0
4.85,4.83,2.99,4,6,6,55.0,0.42,61.8,1621.0
4.8,4.76,3.0,4,6,6,56.0,0.42,62.8,1621.0
4.82,4.79,2.96,4,6,6,56.0,0.42,61.6,1621.0
4.82,4.79,2.97,4,6,6,56.0,0.42,61.8,1621.0
5.25,5.2,3.28,4,4,3,57.0,0.54,62.8,1621.0
5.8,5.77,3.47,3,2,0,59.0,0.7,60.0,1621.0
5.42,5.45,3.39,2,6,2,59.0,0.61,62.4,1622.0
5.33,5.35,3.26,4,1,6,55.0,0.56,61.1,1622.0
5.29,5.33,3.22,3,1,6,59.0,0.56,60.6,1622.0
5.32,5.39,3.37,2,4,3,55.0,0.59,62.9,1622.0
5.35,5.33,3.36,4,3,3,56.0,0.59,62.9,1622.0
5.23,5.2,3.16,3,5,3,58.0,0.52,60.6,1622.0
5.24,5.19,3.08,3,3,4,60.0,0.52,59.1,1622.0
5.28,5.33,3.33,2,3,3,59.0,0.59,62.8,1623.0
5.12,5.17,3.18,4,6,3,54.0,0.51,61.8,1623.0
5.14,5.09,3.13,2,5,3,63.0,0.5,61.2,1623.0
5.16,5.11,3.17,4,6,2,56.0,0.5,61.7,1623.0
5.58,5.61,3.29,2,5,1,63.0,0.62,58.8,1624.0
5.07,5.11,3.12,3,5,3,60.0,0.5,61.3,1624.0
5.07,5.12,3.13,3,5,3,58.0,0.5,61.4,1624.0
5.07,5.09,3.14,3,5,3,58.0,0.5,61.8,1624.0
5.09,5.13,3.14,2,5,3,59.0,0.5,61.4,1624.0
5.08,5.11,3.17,4,5,3,54.0,0.5,62.2,1624.0
5.11,5.13,3.13,2,5,3,61.0,0.5,61.1,1624.0
5.07,5.11,3.17,4,3,4,55.0,0.5,62.3,1624.0
5.04,5.12,3.19,2,5,3,57.0,0.5,62.8,1624.0
5.06,5.11,3.14,4,5,3,55.0,0.5,61.8,1624.0
5.07,5.11,3.13,2,5,3,56.0,0.5,61.5,1624.0
5.15,5.19,3.09,3,3,4,58.0,0.5,59.8,1624.0
5.13,5.17,3.06,2,3,4,60.0,0.5,59.4,1624.0
5.07,5.1,3.19,2,5,3,54.0,0.5,62.7,1624.0
5.05,5.09,3.16,3,5,3,60.0,0.5,62.3,1624.0
5.11,5.14,3.15,4,5,3,57.0,0.5,61.5,1624.0
5.06,5.12,3.12,2,5,3,58.0,0.5,61.3,1624.0
5.05,5.11,3.14,2,5,3,58.0,0.5,61.8,1624.0
5.04,5.09,3.15,3,3,4,59.0,0.5,62.2,1624.0
5.05,5.1,3.11,2,5,3,59.0,0.5,61.3,1624.0
5.09,5.12,3.1,3,3,4,60.0,0.5,60.7,1624.0
5.12,5.16,3.08,3,3,4,59.0,0.5,59.9,1624.0
5.12,5.15,3.08,4,5,3,57.0,0.5,60.0,1624.0
5.11,5.13,3.18,4,5,3,54.0,0.5,62.1,1624.0
5.09,5.14,3.12,2,3,4,59.0,0.5,61.0,1624.0
5.08,5.11,3.13,4,5,3,57.0,0.5,61.4,1624.0
5.07,5.09,3.16,4,5,3,55.0,0.5,62.2,1624.0
5.13,5.15,3.15,4,5,3,57.0,0.5,61.3,1624.0
5.05,5.11,3.15,4,3,4,55.0,0.5,62.0,1624.0
5.08,5.11,3.19,4,5,3,54.0,0.5,62.6,1624.0
5.07,5.11,3.18,3,3,4,58.0,0.5,62.5,1624.0
5.11,5.14,3.06,3,3,4,60.0,0.5,59.7,1624.0
5.06,5.09,3.19,2,5,3,59.0,0.5,62.9,1624.0
5.09,5.14,3.15,4,5,3,55.0,0.5,61.6,1624.0
5.06,5.22,3.19,2,3,4,55.0,0.5,62.1,1624.0
5.06,5.08,3.17,3,3,4,60.0,0.5,62.5,1624.0
5.22,5.19,3.19,4,4,3,57.0,0.52,61.3,1624.0
5.21,5.25,3.22,4,4,4,56.0,0.53,61.5,1624.0
4.74,4.77,2.85,4,3,7,57.0,0.39,60.1,1624.0
5.42,5.46,3.16,1,4,3,58.0,0.55,58.2,1624.0
5.13,5.16,3.18,1,4,4,62.8,0.53,61.8,1624.0
5.19,5.16,3.21,4,4,2,54.0,0.52,62.0,1624.0
5.19,5.15,3.2,4,4,2,55.0,0.52,61.8,1624.0
5.1,5.07,3.27,1,5,2,54.0,0.51,64.3,1624.0
5.1,5.09,3.2,4,5,2,57.0,0.51,62.9,1624.0
5.12,5.09,3.15,3,5,2,59.0,0.51,61.7,1624.0
5.15,5.13,3.15,3,5,2,59.0,0.51,61.3,1624.0
5.12,5.05,3.27,1,5,2,55.0,0.51,64.3,1624.0
5.18,5.15,3.19,3,5,2,60.0,0.52,61.8,1624.0
5.18,5.24,3.2,2,5,3,58.0,0.52,61.5,1625.0
5.36,5.43,3.35,4,3,3,57.0,0.6,62.1,1625.0
5.23,5.27,3.28,2,4,3,56.0,0.55,62.5,1625.0
5.46,5.5,3.33,3,5,2,58.0,0.6,60.8,1625.0
5.3,5.32,3.27,4,5,3,57.0,0.56,61.6,1625.0
5.17,5.2,3.19,4,2,6,56.0,0.52,61.7,1625.0
4.83,4.86,2.97,4,2,6,56.0,0.42,61.3,1625.0
5.32,5.27,3.25,4,2,3,56.0,0.56,61.3,1625.0
5.23,5.24,3.2,4,3,3,55.0,0.53,61.0,1625.0
5.19,5.23,3.18,4,4,3,56.0,0.52,61.1,1625.0
5.19,5.37,3.2,4,4,3,56.0,0.52,61.2,1625.0
5.02,5.14,3.27,1,5,3,56.0,0.52,64.3,1625.0
5.31,5.38,3.12,1,6,3,58.0,0.53,58.4,1625.0
5.46,5.5,3.61,0,1,1,58.0,0.7,65.9,1625.0
5.64,5.7,3.55,2,0,3,57.0,0.71,62.6,1626.0
5.36,5.38,3.32,4,1,3,55.0,0.58,61.8,1626.0
5.11,5.14,3.16,4,2,3,55.0,0.5,61.7,1626.0
5.11,5.13,3.15,4,2,3,56.0,0.5,61.5,1626.0
5.28,5.25,3.04,1,4,3,61.0,0.5,57.7,1626.0
5.34,5.39,3.22,2,4,3,57.0,0.56,60.0,1627.0
5.02,5.08,3.17,2,6,3,60.0,0.5,62.8,1627.0
5.05,5.08,3.21,2,6,3,57.0,0.5,63.4,1627.0
5.06,5.09,3.21,2,4,4,57.0,0.51,63.3,1627.0
5.11,5.13,3.11,3,4,4,59.0,0.51,60.7,1627.0
5.43,5.46,3.37,4,1,3,57.0,0.61,62.0,1627.0
5.24,5.18,3.21,3,6,3,56.0,0.54,61.6,1627.0
5.18,5.21,3.16,2,2,4,56.0,0.51,60.7,1628.0
5.1,5.13,3.18,2,2,4,56.0,0.51,62.3,1628.0
5.16,5.2,3.15,2,2,4,56.0,0.51,60.7,1628.0
5.1,5.12,3.18,2,2,4,57.0,0.51,62.3,1628.0
5.14,5.16,3.15,2,6,3,56.0,0.5,61.2,1628.0
5.98,5.93,3.39,1,5,0,60.0,0.73,56.9,1628.0
5.1,5.13,3.17,4,6,3,56.0,0.5,62.0,1628.0
5.13,5.16,3.18,4,6,3,54.0,0.5,61.8,1628.0
5.52,5.56,3.42,4,3,2,54.0,0.63,61.7,1628.0
5.49,5.54,3.42,4,3,2,55.0,0.63,62.0,1628.0
5.2,5.27,3.23,2,5,3,59.0,0.55,61.7,1629.0
5.14,5.17,3.21,2,3,4,58.0,0.52,62.3,1629.0
5.5,5.52,3.46,2,6,1,54.0,0.64,62.8,1629.0
5.12,5.16,3.21,4,4,3,56.0,0.52,62.5,1629.0
5.13,5.18,3.19,4,6,3,54.0,0.52,61.9,1629.0
5.15,5.18,3.22,4,3,4,54.0,0.52,62.3,1629.0
5.04,5.01,3.16,3,5,3,60.0,0.5,62.9,1629.0
5.21,5.15,3.05,3,3,4,59.0,0.5,58.9,1629.0
5.1,5.05,3.1,3,3,4,60.0,0.5,61.1,1629.0
5.1,5.08,3.09,3,3,4,62.0,0.5,60.7,1629.0
5.1,5.08,3.07,3,3,4,60.0,0.5,60.3,1629.0
5.16,5.11,3.15,3,5,3,56.0,0.5,61.3,1629.0
5.17,5.12,3.14,4,5,3,56.0,0.5,61.0,1629.0
5.14,5.1,3.22,4,5,3,54.0,0.5,62.9,1629.0
5.12,5.11,3.18,4,5,3,56.0,0.5,62.2,1629.0
5.12,5.08,3.06,2,5,3,63.0,0.5,60.0,1629.0
5.12,5.08,3.13,4,5,3,56.0,0.5,61.4,1629.0
5.12,5.08,3.15,3,5,3,59.0,0.5,61.8,1629.0
5.1,5.07,3.12,3,5,3,58.0,0.5,61.4,1629.0
5.1,5.05,3.15,4,5,3,57.0,0.5,62.1,1629.0
5.09,5.04,3.19,4,5,3,54.0,0.5,63.0,1629.0
5.1,5.04,3.17,4,5,3,57.0,0.5,62.5,1629.0
5.08,5.03,3.21,2,5,3,54.0,0.5,63.5,1629.0
5.06,5.04,3.2,2,5,3,58.0,0.5,63.4,1629.0
5.07,5.04,3.21,2,5,3,58.0,0.5,63.5,1629.0
5.07,5.03,3.15,3,5,3,62.0,0.5,62.4,1629.0
5.06,5.03,3.19,2,5,3,57.0,0.5,63.2,1629.0
5.06,5.03,3.19,2,5,3,56.0,0.5,63.2,1629.0
5.04,4.99,3.16,4,5,3,57.0,0.5,63.0,1629.0
5.03,5.0,3.14,3,5,3,60.0,0.5,62.6,1629.0
5.83,5.74,3.65,3,3,0,55.0,0.76,63.0,1629.0
5.16,5.14,3.13,3,3,4,60.0,0.5,60.8,1629.0
5.09,5.06,3.22,2,5,3,59.0,0.5,63.4,1629.0
5.23,5.28,3.27,3,5,2,57.6,0.55,62.4,1630.0
5.22,5.24,3.22,4,2,4,59.0,0.54,61.6,1630.0
5.2,5.22,3.21,4,4,4,56.0,0.53,61.7,1630.0
5.34,5.37,3.33,4,5,2,57.0,0.59,62.2,1630.0
5.24,5.29,3.16,3,6,2,58.0,0.53,60.0,1631.0
5.2,5.26,3.21,2,6,2,57.0,0.53,61.4,1631.0
5.22,5.24,3.24,4,6,2,55.0,0.53,62.0,1631.0
5.17,5.2,3.21,2,4,3,58.0,0.53,61.9,1631.0
5.19,5.23,3.22,4,4,3,55.0,0.53,61.8,1631.0
5.2,5.27,3.22,4,4,3,55.0,0.53,61.5,1631.0
5.18,5.22,3.17,3,6,2,58.0,0.53,61.0,1631.0
5.22,5.26,3.2,4,4,3,56.0,0.53,61.1,1631.0
5.19,5.23,3.24,4,6,2,56.0,0.53,62.2,1631.0
5.23,5.26,3.18,2,4,3,55.0,0.53,60.6,1631.0
5.18,5.21,3.19,3,4,3,60.0,0.53,61.4,1631.0
5.15,5.23,3.2,4,6,2,56.0,0.53,61.7,1631.0
5.25,5.27,3.26,4,3,2,57.0,0.56,62.0,1631.0
5.6,5.53,3.6,0,4,1,56.0,0.73,64.7,1631.0
5.82,5.78,3.67,2,5,1,59.0,0.74,63.3,1632.0
5.16,5.13,3.16,4,4,3,57.0,0.5,61.4,1632.0
5.35,5.38,3.34,4,3,3,53.7,0.58,62.3,1632.0
5.18,5.24,3.14,4,3,4,56.0,0.51,60.2,1632.0
5.16,5.21,3.13,4,3,4,57.0,0.51,60.2,1632.0
5.25,5.28,3.11,4,3,4,59.0,0.51,59.0,1632.0
5.15,5.18,3.19,4,4,4,54.0,0.51,61.8,1632.0
5.04,5.02,3.18,2,6,3,60.0,0.5,63.2,1632.0
5.43,5.46,3.26,2,3,3,54.6,0.57,59.9,1633.0
5.04,5.06,3.19,2,6,3,60.0,0.51,63.2,1633.0
5.39,5.41,3.3,2,2,3,55.8,0.58,61.2,1633.0
5.12,5.15,3.17,4,6,3,56.0,0.51,61.7,1633.0
5.23,5.27,3.21,4,2,4,55.9,0.54,61.3,1633.0
5.31,5.32,3.27,4,3,2,56.0,0.56,61.5,1633.0
5.15,5.18,3.14,4,4,2,57.0,0.51,60.8,1633.0
5.35,5.45,3.33,4,5,2,56.0,0.59,61.7,1633.0
5.36,5.32,3.27,4,3,2,54.0,0.56,61.2,1633.0
5.48,5.45,3.35,3,4,2,60.0,0.62,61.3,1633.0
5.03,5.07,3.25,2,5,4,55.0,0.51,64.4,1634.0
5.33,5.37,3.22,4,3,3,55.0,0.55,60.1,1634.0
5.22,5.27,3.27,4,2,4,56.0,0.55,62.3,1634.0
5.15,5.19,3.16,4,3,4,55.0,0.51,61.2,1634.0
5.41,5.34,3.28,3,4,2,57.0,0.58,61.0,1634.0
5.33,5.25,3.29,3,4,2,61.0,0.58,62.2,1634.0
5.05,5.1,3.22,1,6,3,56.0,0.5,63.4,1635.0
5.04,5.07,3.2,1,6,3,54.0,0.5,63.3,1635.0
5.04,5.09,3.21,1,6,3,57.0,0.5,63.4,1635.0
5.0,5.03,3.15,2,6,3,58.0,0.5,62.8,1635.0
5.05,5.09,3.23,1,6,3,56.0,0.5,63.7,1635.0
5.1,5.13,3.19,4,6,3,55.0,0.5,62.4,1635.0
5.24,5.27,3.2,2,3,4,56.0,0.53,60.9,1636.0
5.1,5.14,3.21,4,5,4,56.0,0.51,62.7,1636.0
5.11,5.14,3.18,2,5,4,61.0,0.51,62.0,1636.0
5.29,5.34,3.35,2,1,6,57.0,0.58,63.0,1636.0
5.34,5.39,3.3,4,5,2,55.0,0.58,61.5,1636.0
5.33,5.38,3.3,4,5,2,55.0,0.58,61.6,1636.0
5.34,5.38,3.32,4,3,3,56.0,0.58,61.9,1636.0
5.27,5.31,3.31,3,1,6,59.0,0.58,62.6,1636.0
5.3,5.25,3.27,4,4,3,56.0,0.55,62.0,1636.0
5.16,5.13,3.26,2,4,3,56.0,0.53,63.4,1636.0
5.21,5.16,3.22,3,4,3,58.0,0.53,62.1,1636.0
5.16,5.12,3.28,1,6,2,56.0,0.53,63.8,1636.0
5.66,5.63,3.5,3,1,2,59.0,0.69,62.0,1636.0
5.73,5.7,3.37,3,3,1,59.0,0.7,58.9,1636.0
5.15,5.11,3.25,2,6,2,58.0,0.53,63.4,1636.0
5.19,5.23,3.24,4,3,4,56.0,0.54,62.2,1637.0
4.46,4.49,2.72,4,2,3,56.0,0.32,60.8,523.0
4.42,4.44,2.71,4,2,3,56.0,0.32,61.2,523.0
4.42,4.44,2.7,4,2,3,56.0,0.32,60.9,523.0
4.41,4.45,2.71,4,2,3,55.0,0.32,61.2,523.0
4.38,4.4,2.74,4,1,4,54.0,0.32,62.4,523.0
4.43,4.47,2.71,4,1,4,57.0,0.32,60.9,523.0
4.43,4.45,2.72,4,1,4,56.0,0.32,61.3,523.0
4.37,4.41,2.72,4,1,4,54.0,0.32,62.0,523.0
4.56,4.58,2.81,4,2,2,56.0,0.35,61.5,523.0
4.58,4.6,2.79,4,2,2,56.0,0.35,60.8,523.0
4.37,4.34,2.67,3,1,2,58.0,0.31,61.3,523.0
4.34,4.3,2.67,3,3,1,59.0,0.31,61.8,523.0
4.35,4.32,2.73,3,3,1,57.0,0.31,63.0,523.0
4.37,4.33,2.71,3,3,1,57.0,0.31,62.3,523.0
4.38,4.34,2.69,4,3,1,56.0,0.31,61.7,523.0
4.37,4.35,2.63,3,3,1,59.0,0.31,60.3,523.0
4.4,4.36,2.65,4,3,1,57.0,0.31,60.5,523.0
4.4,4.37,2.69,3,3,1,58.0,0.31,61.3,523.0
4.33,4.31,2.67,3,0,4,59.0,0.31,61.8,523.0
4.39,4.34,2.65,3,0,4,60.0,0.31,60.7,523.0
4.34,4.3,2.71,4,1,2,56.0,0.31,62.7,523.0
4.34,4.31,2.76,1,1,2,55.0,0.31,63.8,523.0
4.34,4.32,2.73,4,1,2,57.0,0.31,63.0,523.0
4.37,4.33,2.64,3,1,2,60.0,0.31,60.7,523.0
4.37,4.35,2.68,3,1,2,59.0,0.31,61.5,523.0
4.39,4.34,2.68,3,1,2,61.0,0.31,61.4,523.0
4.32,4.3,2.73,2,1,2,53.0,0.31,63.3,523.0
4.32,4.29,2.68,3,1,2,59.0,0.31,62.3,523.0
4.32,4.28,2.73,2,1,2,56.0,0.31,63.5,523.0
4.34,4.29,2.73,2,3,1,54.0,0.31,63.3,523.0
5.3,5.36,3.32,4,4,3,55.0,0.57,62.3,1637.0
5.31,5.35,3.31,4,4,3,55.0,0.57,62.1,1637.0
5.31,5.34,3.3,2,4,3,54.0,0.57,62.0,1637.0
5.45,5.5,3.24,4,4,3,57.0,0.57,59.2,1637.0
5.13,5.21,3.26,1,5,3,58.0,0.54,63.1,1637.0
5.29,5.32,3.22,2,5,3,56.0,0.54,60.7,1637.0
5.23,5.28,3.21,3,3,4,60.0,0.54,61.1,1637.0
4.92,4.95,3.09,4,6,4,56.0,0.46,62.6,1637.0
4.95,4.98,3.06,4,6,4,57.0,0.46,61.6,1637.0
4.74,4.77,2.93,4,6,6,56.0,0.4,61.6,1637.0
5.1,5.14,3.13,4,2,4,56.0,0.5,61.1,1637.0
5.47,5.53,3.45,4,4,2,54.0,0.62,62.7,1637.0
5.25,5.22,3.21,3,2,4,58.0,0.54,61.3,1637.0
5.21,5.18,3.22,3,3,3,58.0,0.54,62.0,1637.0
5.23,5.18,3.22,4,3,3,57.0,0.54,61.9,1637.0
5.29,5.25,3.2,4,3,3,56.0,0.54,60.7,1637.0
5.29,5.24,3.26,3,2,4,56.0,0.54,61.9,1637.0
5.28,5.22,3.19,3,1,6,61.0,0.54,60.8,1637.0
5.22,5.2,3.25,4,2,4,56.0,0.54,62.4,1637.0
5.24,5.2,3.23,4,2,4,56.0,0.54,61.9,1637.0
5.25,5.2,3.26,3,2,4,55.0,0.54,62.4,1637.0
5.29,5.23,3.2,3,2,4,61.0,0.54,60.8,1637.0
5.23,5.17,3.26,4,2,4,57.0,0.54,62.7,1637.0
5.24,5.23,3.22,4,2,4,56.0,0.54,61.5,1637.0
5.42,5.22,3.19,3,3,3,59.0,0.54,60.0,1637.0
5.27,5.23,3.27,4,3,3,54.0,0.54,62.3,1637.0
5.33,5.26,3.2,4,3,3,57.0,0.54,60.4,1637.0
5.19,5.15,3.24,3,3,3,58.0,0.54,62.7,1637.0
5.24,5.18,3.18,3,3,3,60.0,0.54,61.0,1637.0
5.3,5.28,3.2,4,5,2,57.0,0.54,60.5,1637.0
5.25,5.22,3.22,4,5,2,57.0,0.54,61.5,1637.0
5.26,5.23,3.26,3,5,2,58.0,0.54,62.2,1637.0
5.24,5.19,3.24,4,5,2,56.0,0.54,62.1,1637.0
5.36,5.34,3.14,3,3,3,62.0,0.54,58.7,1637.0
5.42,5.4,3.08,1,3,3,62.0,0.54,56.9,1637.0
5.23,5.2,3.21,3,5,2,61.0,0.54,61.6,1637.0
6.22,6.06,3.78,0,2,0,63.0,0.96,61.5,1637.0
5.12,5.09,3.23,2,5,3,55.0,0.51,63.3,1638.0
5.09,5.05,3.22,2,5,3,57.0,0.51,63.5,1638.0
5.26,5.25,3.26,4,5,3,56.0,0.55,62.0,1639.0
5.25,5.31,3.21,2,4,3,55.0,0.54,60.9,1639.0
5.24,5.27,3.24,4,2,5,56.0,0.54,61.6,1639.0
5.23,5.25,3.18,4,2,6,57.0,0.52,60.7,1639.0
5.2,5.24,3.21,4,4,2,56.0,0.53,61.5,1639.0
5.19,5.21,3.22,4,4,2,55.0,0.53,61.9,1639.0
5.48,5.51,3.36,2,2,3,59.2,0.63,61.2,1640.0
5.13,5.07,3.15,2,5,3,58.0,0.51,61.8,1640.0
5.14,5.17,3.12,4,1,5,57.0,0.5,60.5,1640.0
5.3,5.28,3.12,1,3,4,62.0,0.54,59.0,1640.0
5.03,4.97,3.09,3,5,4,58.0,0.47,61.8,1640.0
5.57,5.52,3.41,3,5,1,59.0,0.65,61.4,1640.0
5.07,5.12,3.21,2,5,3,58.0,0.52,63.0,1641.0
5.06,5.09,3.24,2,3,4,58.0,0.52,63.8,1641.0
5.45,5.42,3.32,4,3,3,55.0,0.58,61.1,1641.0
5.51,5.54,3.43,4,2,3,54.0,0.63,62.1,1641.0
5.36,5.32,3.37,2,5,2,56.0,0.58,63.1,1641.0
5.33,5.32,3.34,3,5,2,58.0,0.58,62.7,1641.0
5.47,5.27,3.28,3,5,2,61.0,0.58,60.7,1641.0
5.61,5.53,3.29,3,5,3,61.0,0.59,59.1,1641.0
5.3,5.25,3.34,2,3,3,56.0,0.57,63.3,1641.0
5.26,5.24,3.38,0,5,2,57.0,0.58,64.4,1641.0
5.12,5.15,3.24,2,3,4,56.0,0.53,63.1,1642.0
5.38,5.42,3.25,4,3,3,59.0,0.57,60.2,1642.0
5.22,5.25,3.29,1,4,3,62.0,0.57,62.8,1642.0
5.15,5.12,3.18,3,6,2,60.0,0.51,61.9,1642.0
5.26,5.3,3.22,2,2,4,56.0,0.55,61.0,1643.0
5.39,5.43,3.21,4,5,3,57.0,0.55,59.3,1643.0
5.78,5.81,3.52,2,0,2,58.0,0.71,60.7,1643.0
4.93,4.96,3.05,4,4,4,56.0,0.46,61.7,1643.0
5.2,5.25,3.39,1,4,3,57.0,0.59,64.9,1643.0
4.95,4.99,3.09,2,5,4,62.0,0.48,62.2,1644.0
5.2,5.21,3.15,4,6,3,56.0,0.51,60.5,1644.0
5.14,5.17,3.17,4,5,3,56.0,0.52,61.5,1644.0
5.19,5.22,3.19,4,5,3,55.0,0.52,61.3,1644.0
5.19,5.21,3.17,4,5,3,57.0,0.52,61.0,1644.0
5.24,5.28,3.21,4,3,3,57.0,0.54,61.0,1644.0
5.28,5.36,3.24,1,6,3,60.0,0.54,60.9,1644.0
5.33,5.27,3.31,3,5,3,55.0,0.57,62.5,1645.0
5.28,5.31,3.23,4,6,3,56.0,0.55,61.0,1645.0
5.12,5.15,3.07,1,3,4,63.0,0.5,59.8,1645.0
5.27,5.23,3.23,3,3,3,61.0,0.55,61.5,1645.0
5.04,5.06,3.2,2,6,3,58.0,0.5,63.4,1646.0
5.07,5.11,3.11,2,6,3,58.0,0.5,61.1,1646.0
5.21,5.2,3.19,4,5,3,54.0,0.52,61.3,1646.0
5.2,5.18,3.16,3,5,3,58.0,0.52,60.9,1646.0
5.14,5.17,3.1,4,6,3,59.0,0.5,60.1,1646.0
5.38,5.41,3.32,4,4,2,58.0,0.6,61.5,1646.0
5.4,5.42,3.38,4,6,2,55.0,0.59,62.5,1646.0
5.36,5.33,3.26,3,4,2,58.0,0.56,61.0,1646.0
5.38,5.34,3.32,3,3,2,61.0,0.6,61.9,1646.0
5.38,5.37,3.32,3,3,2,60.0,0.6,61.8,1646.0
5.3,5.26,3.12,2,5,3,60.0,0.53,59.1,1647.0
